종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,
78590,두올산업,33003,자동차 신품 부품 제조업,21115475,10557737500,500,원(KRW),055-352-4860,경남 밀양시 산내면 가인리 364번지 ,1331,,
73190,듀오백,33201,가구 제조업,11968040,5984020000,500,원(KRW),032-816-4814,인천 서구 가좌동 543-2 ,1331,,
30350,드래곤플라이,105802,소프트웨어 개발 및 공급업,16008491,8004245500,500,원(KRW),02-522-9393,서울특별시 서초구 서초중앙로22길 80 (서초동),1331,,
203650,드림시큐리티,105802,소프트웨어 개발 및 공급업,35805754,3580575400,100,원(KRW),02-2233-5533,"서울특별시 송파구 중대로8길 8 3층, 5층, 6층, 7층 (문정동, 서경빌딩)",1331,,
60570,드림어스컴퍼니,32605,영상 및 음향기기 제조업,55821439,27910719500,500,원(KRW),(02)3019-1700,서울특별시 서초구  방배로18길 5 BH빌딩 ,1331,,
217620,디딤,95601,음식점업,37001905,3700190500,100,원(KRW),032-819-6870,인천광역시 남동구 논현로46번길 39-24 -,1331,,
187870,디바이스이엔지,32902,특수 목적용 기계 제조업,6782000,3391000000,500,원(KRW),041-629-5200,충청남도 아산시 음봉면 음봉로 169 ,1331,,
66670,디스플레이텍,32602,전자부품 제조업,18691918,9345959000,500,원(KRW),070-7015-3811,경기도 안성시  공단1로 10 (주)디스플레이테크,1331,,
110990,디아이티,32902,특수 목적용 기계 제조업,18900000,1890000000,100,원(KRW),031-831-7000,경기도 화성시 정남면 가장로 355-50 ,1331,,
263690,디알젬,32701,의료용 기기 제조업,11325610,5662805000,500,원(KRW),02-869-8566,경기도 광명시 하안로 60 광명테크노파크 E동 7층 &nbsp,,1331,
214680,디알텍,32701,의료용 기기 제조업,44209006,4420900600,100,원(KRW),031-779-7400,경기도 성남시 중원구 둔촌대로541번길 29 상대원동 3층,1331,,
263720,디앤씨미디어,105801,"서적, 잡지 및 기타 인쇄물 출판업",12041343,6020671500,500,원(KRW),02-333-2513,"서울특별시 구로구 디지털로26길 111, 503호(구로동, 제이앤케이디지털타워) ",1331,,
109740,디에스케이,32902,특수 목적용 기계 제조업,20354763,10177381500,500,원(KRW),031-416-9100,경기도 안산시 상록구  안산테콤1길 21 ,1331,,
33430,디에스티,32902,특수 목적용 기계 제조업,54918070,5491807000,100,원(KRW),031-997-6181,경상남도 창원시 마산회원구 봉암공단9길 26 3층,1331,,
90710,디에스티로봇,32902,특수 목적용 기계 제조업,76557567,15311513400,200,원(KRW),041-590-1830,충청남도 천안시 서북구 직산읍 4산단6길 27 -,1331,,
131030,디에이치피코리아,32102,의약품 제조업,16564797,8282398500,500,원(KRW),02-2027-0078,충청북도 청원군 오송읍 오송생명6로 50 (지번주소 : 충청북도 청원군 오송읍 만수리 491),1331,,
196490,디에이테크놀로지,32902,특수 목적용 기계 제조업,52506304,26253152000,500,원(KRW),031-369-8813,경기도 화성시 비봉면 쌍학길 15 (쌍학리 250-2),1331,,
66900,디에이피,32602,전자부품 제조업,22744503,11372251500,500,원(KRW),031-677-0005,경기 안성시 미양면 보체리 404-1 ,1331,,
127120,디엔에이링크,137001,자연과학 및 공학 연구개발업,11476541,5738270500,500,원(KRW),02-3153-1500,서울특별시 서대문구 이화여대길 52 이화여자대학교 산학협력관2층 디엔에이링크,1331,,
92070,디엔에프,32004,기타 화학제품 제조업,10761828,5380914000,500,원(KRW),042-932-7939,대전광역시 대덕구  대화로132번길 142 디엔에프 ,1331,,
101000,디엠씨,32902,특수 목적용 기계 제조업,38833837,19416918500,500,원(KRW),055-720-3000,경상남도 김해시  한림면 김해대로 1102-171 디엠씨(주) ,1331,,
134580,디엠티,32604,통신 및 방송 장비 제조업,11250000,5625000000,500,원(KRW),02-3400-4600,"서울특별시 강남구 언주로 726 14층(논현동, 두산빌딩)",1331,,
39840,디오,32701,의료용 기기 제조업,15171403,7585701500,500,원(KRW),051-745-7777,부산광역시 해운대구 센텀서로 66 ,1331,,
79810,디이엔티,32902,특수 목적용 기계 제조업,8979530,4489765000,500,원(KRW),031-831-4300,충청남도 천안시 동남구  수신면 장산동길 32 ,1331,,
227100,디자인,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2660910,1330455000,500,원(KRW),02-868-0246,서울특별시 양천구 국회대로 162 ,1331,,
113810,디젠스,33003,자동차 신품 부품 제조업,32628051,16314025500,500,원(KRW),041-906-2100,경기도 시흥시 공단1대로27번길 38 (정왕동) ,1331,,
43360,디지아이,32603,컴퓨터 및 주변장치 제조업,9000000,4500000000,500,원(KRW),031-820-8900,경기도 양주시 청담로 52 (주)디지아이 ,1331,,
197140,디지캡,105802,소프트웨어 개발 및 공급업,7391722,3695861000,500,원(KRW),02-3477-2101,서울특별시 강서구 마곡중앙8로7길 11 &nbsp,1331,,
106520,디지탈옵틱,32703,사진장비 및 광학기기 제조업,54001219,27000609500,500,원(KRW),02-538-5370,경기도 화성시 동탄면 동탄산단2길 47 4층,1331,,
68930,디지털대성,168505,일반 교습 학원,22544723,11272361500,500,원(KRW),(02)2104-8600,서울특별시 서초구  방배로 181 단우빌딩  ,1331,,
33130,디지틀조선,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",37115267,18557633500,500,원(KRW),02-3701-2821,서울특별시 중구  세종대로21길 52 (태평로1가) ,1331,,
33310,디케이디앤아이,32509,기타 금속 가공제품 제조업,21972411,10986205500,500,원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,1331,,
105740,디케이락,32901,일반 목적용 기계 제조업,8232912,4116456000,500,원(KRW),055-338-0114,경상남도 김해시 주촌면 골든루트로129번길 7 ,1331,,
263020,디케이앤디,32202,플라스틱제품 제조업,7763202,3881601000,500,원(KRW),031-491-6633,경기도 안산시 단원구 별망로 345 ,1331,,
290550,디케이티,32602,전자부품 제조업,8231333,4115666500,500,원(KRW),070-4324-3293,인천광역시 부평구 안남로418번길 10 5층 ,1331,,
187220,디티앤씨,137209,기타 과학기술 서비스업,10128417,5064208500,500,원(KRW),031-329-3411,경기도 용인시 처인구 유림로154번길 42 ,1331,,
131180,딜리,32603,컴퓨터 및 주변장치 제조업,29350000,2935000000,100,원(KRW),031-860-5500,경기도 동두천시 강변로702번길 30 ,1331,,
42510,라온시큐어,105802,소프트웨어 개발 및 공급업,31809612,15904806000,500,원(KRW),02-561-4545,"서울특별시 강남구 테헤란로 145 역삼동, 우신빌딩 11, 12, 13층 ",1331,,
50120,라이브플렉스,74604,생활용품 도매업,83243054,41621527000,500,원(KRW),02-3446-4875,서울특별시 강남구 언주로 702 8층 (논현동),1331,,
171120,라이온켐텍,32004,기타 화학제품 제조업,18358538,9179269000,500,원(KRW),042-930-3300,대전 대덕구 문평동 41-5 ,1331,,
69540,라이트론,32604,통신 및 방송 장비 제조업,14168017,7084008500,500,원(KRW),(042)930-7700,대전광역시 대덕구  문평동로 68 (주)빛과전자 ,1331,,
171010,램테크놀러지,32001,기초 화학물질 제조업,11461279,5730639500,500,원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,1331,,
84650,랩지노믹스,137001,자연과학 및 공학 연구개발업,9103295,4551647500,500,원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 ,1331,,
217500,러셀,32902,특수 목적용 기계 제조업,31812000,3181200000,100,원(KRW),043-532-8818,충청북도 진천군 문백면 문진로 320-80 -,1331,,
33600,럭슬,33003,자동차 신품 부품 제조업,17826232,8913116000,500,원(KRW),031 -660 -9900,경기도 평택시  산단로 255 ,1331,,
141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,10599562,5299781000,500,원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),1331,,
60300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",47637698,23818849000,500,원(KRW),031-5171-3800,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교오피스 12-13층 ,1331,,
38390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,8589480,4294740000,500,원(KRW),02-2001-4563,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,1331,,
228850,레이언스,32701,의료용 기기 제조업,16591014,8295507000,500,원(KRW),031-8015-6277,경기도 화성시 삼성1로1길 14 &nbsp,1331,,
238120,로고스바이오,32703,사진장비 및 광학기기 제조업,3594724,1797362000,500,원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",1331,,
215100,로보로보,32809,기타 전기장비 제조업,17798454,1779845400,100,원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),1331,,
90360,로보스타,32902,특수 목적용 기계 제조업,9750000,4875000000,500,원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,1331,,
108490,로보티즈,32902,특수 목적용 기계 제조업,11251000,5625500000,500,원(KRW),070-8671-2600,서울특별시 강서구 마곡중앙5로1길 37 &nbsp,1331,,
900260,로스웰,116409,기타 금융업,90781250,675265221,0,중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",1331,,
67730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9340922,4670461000,500,원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,1331,,
71280,로체시스템즈,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",15296603,7648301500,500,원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),1331,,
38060,루멘스,32601,반도체 제조업,47276784,23638392000,500,원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,1331,,
82800,루미마이크로,32601,반도체 제조업,74460326,37230163000,500,원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,1331,,
85370,루트로닉,32701,의료용 기기 제조업,25345209,13133222500,500,원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,1331,,
60240,룽투코리아,105802,소프트웨어 개발 및 공급업,24176133,12438066500,500,원(KRW),02-2640-3530,"서울특별시 금천구 디지털로9길 68 대륭포스트타워 5차, 9층",1331,,
58470,리노공업,32602,전자부품 제조업,15242370,7621185000,500,원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,1331,,
39980,리노스,74704,"섬유, 의복, 신발 및 가죽제품 소매업",39601703,19800851500,500,원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,1331,,
16100,리더스코스메틱,32004,기타 화학제품 제조업,18170414,9085207000,500,원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,1331,,
197210,리드,32902,특수 목적용 기계 제조업,14753970,7376985000,500,원(KRW),031-8017-3201,경기도 화성시  향남읍 발안공단로4길 118 &nbsp,1331,,
12700,리드코프,74607,기타 전문 도매업,26749230,13777741000,500,원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,1331,,
131100,리켐,32001,기초 화학물질 제조업,22769825,2276982500,100,원(KRW),042-825-8630,충청남도 금산군 추부면 금산로 2423-16 리켐(주)- ,1331,,
277070,린드먼아시아,116402,신탁업 및 집합투자업,13500000,6750000000,500,원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",1331,,
42500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",14936878,7468439000,500,원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",1331,,
219420,링크제니시스,105802,소프트웨어 개발 및 공급업,10000000,1000000000,100,원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",1331,,
98120,마이크로컨텍솔,32602,전자부품 제조업,8312766,4156383000,500,원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,1331,,
227950,마이크로텍,32902,특수 목적용 기계 제조업,19000928,1900092800,100,원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,1331,,
147760,마이크로프랜드,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",10819866,5409933000,500,원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",1331,,
35480,마제스타,189102,유원지 및 기타 오락관련 서비스업,45529070,22764535000,500,원(KRW),064-730-1100,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),1331,,
38290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업",10605454,5302727000,500,원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,1331,,
267980,매일유업,31005,낙농제품 및 식용빙과류 제조업,7843638,3921819000,500,원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,1331,,
5990,매일홀딩스,116409,기타 금융업,13718304,6859152000,500,원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,1331,,
127160,매직마이크로,32602,전자부품 제조업,58822777,5882277700,100,원(KRW),070-8680-3792,경기도 안산시 단원구 신원로133번길 15 . ,1331,,
93520,매커스,74605,기계장비 및 관련 물품 도매업,16163092,8081546000,500,원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,1331,,
141070,맥스로텍,32902,특수 목적용 기계 제조업,24866457,12433228500,500,원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,1331,,
100590,머큐리,32604,통신 및 방송 장비 제조업,14763600,7381800000,500,원(KRW),032-580-3114,인천광역시 서구 가재울로 90 ,1331,,
67280,멀티캠퍼스,168506,기타 교육기관,5926779,2963389500,500,원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,1331,,
72870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업",11920959,5960479500,500,원(KRW),02-6350-8400,"서울특별시 마포구 상암산로 3415층(상암동, 디지털큐브) ",1331,,
215200,메가스터디교육,168505,일반 교습 학원,11761880,1176188000,100,원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,1331,,
133750,메가엠디,168505,일반 교습 학원,22368593,11184296500,500,원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,1331,,
41920,메디아나,32701,의료용 기기 제조업,8650496,4325248000,500,원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,1331,,
86900,메디톡스,32101,기초 의약물질 및 생물학적 제제 제조업,5656535,2828267500,500,원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,1331,,
78160,메디포스트,32101,기초 의약물질 및 생물학적 제제 제조업,15617842,7808921000,500,원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,1331,,
65650,메디프론,74605,기계장비 및 관련 물품 도매업,29439113,14719556500,500,원(KRW),02-545-9277,"서울특별시 강서구  양천로 583 1401(염창동, 우림블루나인비즈니스센터에이동)",1331,,
21880,메이슨캐피탈,116409,기타 금융업,99184408,49592204000,500,원(KRW),02-2125-3200,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,1331,,
140410,메지온,137001,자연과학 및 공학 연구개발업,8654452,4327226000,500,원(KRW),02-560-8000,서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층,1331,,
241770,메카로,32004,기타 화학제품 제조업,9991140,5245570000,500,원(KRW),031-646-4400,경기도 평택시 산단로 103-14 ,1331,,
59210,메타바이오메드,32103,의료용품 및 기타 의약 관련제품 제조업,23862351,11931175500,500,원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,1331,,
58110,멕아이씨에스,32701,의료용 기기 제조업,5361500,2680750000,500,원(KRW),070) 7119-2520,경기도 파주시 상지석길 21 ,1331,,
96640,멜파스,32602,전자부품 제조업,21257151,10628575500,500,원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,1331,,
257370,명성티엔에스,32902,특수 목적용 기계 제조업,6370000,3185000000,500,원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,1331,,
149940,모다,32604,통신 및 방송 장비 제조업,21160409,10580204500,500,원(KRW),02-523-7677,서울특별시 강남구 삼성로 570 석천빌딩 6층 ,1331,,
80420,모다이노칩,74704,"섬유, 의복, 신발 및 가죽제품 소매업",79721622,39860811000,500,원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,1331,,
80160,모두투어,147502,여행사 및 기타 여행보조 서비스업,18900000,9450000000,500,원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,1331,,
100030,모바일리더,105802,소프트웨어 개발 및 공급업,3283714,1641857000,500,원(KRW),02-2051-4151,"서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층) ",1331,,
87260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,15000000,7500000000,500,원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,1331,,
101330,모베이스,32604,통신 및 방송 장비 제조업,23958188,11979094000,500,원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,1331,,
250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",32171314,3217131400,100,원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,1331,,
33200,모아텍,32602,전자부품 제조업,14331185,7665592500,500,원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,1331,,
118990,모트렉스,33003,자동차 신품 부품 제조업,27250545,2725054500,100,원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,1331,,
6920,모헨즈,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",10920000,5460000000,500,원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,1331,,
1810,무림SP,31701,"펄프, 종이 및 판지 제조업",22137500,11068750000,500,원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,1331,,
28040,미래SCI,32309,기타 비금속 광물제품 제조업,31659098,15829549000,500,원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,1331,,
95500,미래나노텍,32202,플라스틱제품 제조업,23289533,11644766500,500,원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),1331,,
218150,미래생명자원,31008,동물용 사료 및 조제식품 제조업,18671428,1867142800,100,원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",1331,,
265480,미래에셋대우스팩1호,116601,금융 지원 서비스업,4840000,484000000,100,원(KRW),02-3774-7171,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관 &nbsp,1331,,
310200,미래에셋대우스팩2호,116601,금융 지원 서비스업,3050000,305000000,100,원(KRW),02-3774-7117,서울특별시 중구 을지로5길 26 미래에셋센터원 &nbsp,1331,,
100790,미래에셋벤처투자,116409,기타 금융업,30667215,31167215000,1000,원(KRW),070-4800-2104,경기도 성남시 분당구 판교역로241번길 20 ,1331,,
239340,미래에셋제5호스팩,116601,금융 지원 서비스업,4800000,480000000,100,원(KRW),02-3774-1736,"서울특별시 중구 을지로5길 26, 동관16층 (미래에셋센터원빌딩) &nbsp",1331,,
49950,미래컴퍼니,32902,특수 목적용 기계 제조업,7864540,3932270000,500,원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,1331,,
213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,6120788,3060394000,500,원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,1331,,
207760,미스터블루,106309,기타 정보 서비스업,24505004,2450500400,100,원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",1331,,
59090,미코,32601,반도체 제조업,31316603,15658301500,500,원(KRW),031-670-5800,경기도 안성시 공단로 100 ,1331,,
201490,미투온,105802,소프트웨어 개발 및 공급업,31257770,15628885000,500,원(KRW),02-515-2864,"서울특별시 강남구 학동로31길 12 2층(논현동, 벤쳐캐슬빌딩) ",1331,,
214180,민앤지,106309,기타 정보 서비스업,11886628,5943314000,500,원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,1331,,
206640,바디텍메드,32103,의료용품 및 기타 의약 관련제품 제조업,23468542,23468542000,1000,원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,1331,,
18700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",16417365,16417365000,1000,원(KRW),02  -596-4411,"경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동) ",1331,,
35620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,70367278,35183639000,500,원(KRW),070-7609-1404,서울특별시 강남구 봉은사로 509 수당빌딩 4층,1331,,
64520,바른전자,32601,반도체 제조업,66419511,33209755500,500,원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,1331,,
29480,바른테크놀로지,32604,통신 및 방송 장비 제조업,33935285,16967642500,500,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",1331,,
53030,바이넥스,32102,의약품 제조업,31741048,15870524000,500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,1331,,
84990,바이로메드,137001,자연과학 및 공학 연구개발업,15956260,7978130000,500,원(KRW),(02)873-8330,서울시 관악구 관악로 599번지 서울대학교 자연과학대학 기초과학연구동(203동) ,1331,,
64550,바이오니아,32103,의료용품 및 기타 의약 관련제품 제조업,20624568,10312284000,500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,1331,,
208710,바이오로그디바이스,32602,전자부품 제조업,27565606,2756560600,100,원(KRW),031-831-3696,경기도 화성시 동탄면 동탄기흥로 64-10 3층,1331,,
142760,바이오리더스,137001,자연과학 및 공학 연구개발업,17682985,8841492500,500,원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",1331,,
65940,바이오빌,32001,기초 화학물질 제조업,43987186,21993593000,500,원(KRW),(055)385-1500,경상남도 양산시 두전길 94 ,1331,,
86820,바이오솔루션,32101,기초 의약물질 및 생물학적 제제 제조업,7982376,3991188000,500,원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",1331,,
38460,바이오스마트,32602,전자부품 제조업,19978940,9989470000,500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,1331,,
44480,바이오제네틱스,32201,고무제품 제조업,11559645,5779822500,500,원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,1331,,
86040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,14564623,7282311500,500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,1331,,
32980,바이온,74603,음·식료품 및 담배 도매업,47574276,23787138000,500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,1331,,
43150,바텍,32701,의료용 기기 제조업,14854256,7427128000,500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,1331,,
267790,배럴,31401,봉제의복 제조업,7761300,3880650000,500,원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",1331,,
46310,백금T&A,32604,통신 및 방송 장비 제조업,15407187,7703593500,500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",1331,,
36620,버추얼텍,74607,기타 전문 도매업,39456342,19728171000,500,원(KRW),02  -333 -3012,서울특별시 서초구 사평대로 68 서울시 서초구 사평대로68 에스타워 4층 ,1331,,
66410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",23447181,11723590500,500,원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,1331,,
177350,베셀,32902,특수 목적용 기계 제조업,11192368,5596184000,500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,1331,,
299910,베스파,105802,소프트웨어 개발 및 공급업,7986521,3993260500,500,원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",1331,,
225530,보광산업,20702,기타 비금속광물 광업,35860150,17930075000,500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,1331,,
250000,보라티알,74603,음·식료품 및 담배 도매업,6750733,3375366500,500,원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",1331,,
14100,보령메디앙스,32004,기타 화학제품 제조업,11800000,5900000000,500,원(KRW),02  -708 -8365,서울특별시 종로구  창경궁로 136 보령빌딩 ,1331,,
6910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",45854719,22927359500,500,원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,1331,,
226340,본느,32004,기타 화학제품 제조업,29097696,2909769600,100,원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,1331,,
14470,부방,116409,기타 금융업,47293490,23646745000,500,원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,1331,,
8470,부스타,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",8404800,4202400000,500,원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,1331,,
100120,뷰웍스,32701,의료용 기기 제조업,10001865,5000932500,500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,1331,,
66980,브레인콘텐츠,106309,기타 정보 서비스업,158418281,79209140500,500,원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 12층,1331,,
64480,브리지텍,105802,소프트웨어 개발 및 공급업,11952500,6176250000,500,원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",1331,,
251630,브이원텍,32902,특수 목적용 기계 제조업,7516090,3758045000,500,원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",1331,,
33560,블루콤,32605,영상 및 음향기기 제조업,18088047,9600000000,500,원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,1331,,
121800,비덴트,32604,통신 및 방송 장비 제조업,27873523,13936761500,500,원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",1331,,
148140,비디아이,32901,일반 목적용 기계 제조업,7920750,3960375000,500,원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,1331,,
200780,비씨월드제약,32102,의약품 제조업,8008318,1601663600,200,원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,1331,,
141000,비아트론,32902,특수 목적용 기계 제조업,12114710,6057355000,500,원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),1331,,
90460,비에이치,32602,전자부품 제조업,31632582,15816291000,500,원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,1331,,
83650,비에이치아이,32901,일반 목적용 기계 제조업,26000000,13000000000,500,원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,1331,,
86670,비엠티,32901,일반 목적용 기계 제조업,8146529,4073264500,500,원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,1331,,
138580,비즈니스온,105802,소프트웨어 개발 및 공급업,9544940,4772470000,500,원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,1331,,
