종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,
14160,대영포장,31702,"골판지, 종이 상자 및 종이용기 제조업",108394549,54197274500,500,원(KRW),031-490-9300,"경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))",791,
47040,대우건설,64101,건물 건설업,415622638,2078113190000,5000,원(KRW),02-2288-3114,서울특별시 종로구 새문안로 75 (주)대우건설,791,
9320,대우부품,33003,자동차 신품 부품 제조업,47646375,23823187500,500,원(KRW),063-530-8171,전라북도 정읍시  공단2길 3 ,791,
42660,대우조선해양,33101,선박 및 보트 건조업,107205752,541028760000,5000,원(KRW),055-735-2114,경상남도 거제시 거제대로 3370 (아주동),791,
3090,대웅,116409,기타 금융업,58141980,29070990000,500,원(KRW),02-550-8800,경기 성남시 중원구 상대원동 223-23,791,
69620,대웅제약,32102,의약품 제조업,11586575,28966437500,2500,원(KRW),02-550-8800,경기도 화성시 향남읍 제약공단4길 35-14 -,791,
430,대원강업,33003,자동차 신품 부품 제조업,62000000,31000000000,500,원(KRW),02-3455-7300,충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사,791,
6340,대원전선,32803,절연선 및 케이블 제조업,68107171,35364185500,500,원(KRW),041-339-3400,충청남도 예산군  고덕면 호음덕령길 92 ,791,
3220,대원제약,32102,의약품 제조업,19662677,9831338500,500,원(KRW),02-2204-7000,서울특별시 성동구 천호대로 386 대원제약,791,
24890,대원화성,32202,플라스틱제품 제조업,41249152,20624576000,500,원(KRW),031-372-3992,서울특별시 강남구 봉은사로 327 궁도빌딩 13층,791,
2880,대유에이텍,33003,자동차 신품 부품 제조업,103311545,51655772500,500,원(KRW),062-940-8672,광주광역시 광산구  소촌로123번길 40-12 ,791,
300,대유플러스,32604,통신 및 방송 장비 제조업,102144091,51072045500,500,원(KRW),031-737-7000,광주광역시 광산구 소촌로123번길 40-16 2층(소촌동),791,
12800,대창,32402,1차 비철금속 제조업,91140499,45570249500,500,원(KRW),031-496-3000,경기도 시흥시 공단1대로 391 ,791,
15230,대창단조,33003,자동차 신품 부품 제조업,2000000,10000000000,5000,원(KRW),055-329-3911,경남 김해시 생림면 봉림리 1072-1,791,
1070,대한방직,31302,직물직조 및 직물제품 제조업,5300000,5300000000,1000,원(KRW),02-368-0114,"서울특별시 영등포구  국제금융로2길 17 (여의도동,대한빌딩)",791,
6650,대한유화,32001,기초 화학물질 제조업,6500000,41000000000,5000,원(KRW),02-2122-1515,서울특별시 종로구  자하문로 77 유남빌딩,791,
1440,대한전선,32803,절연선 및 케이블 제조업,856473009,428236504500,500,원(KRW),02-316-9114,경기도 안양시 동안구 관양동 1746-2 대한스마트타워 ,791,
84010,대한제강,32401,1차 철강 제조업,24646734,24646734000,1000,원(KRW),02-1670-3300,부산광역시 사하구 하신번영로 69 ,791,
1790,대한제당,31006,"곡물가공품, 전분 및 전분제품 제조업",8840002,24044835000,2500,원(KRW),032-770-1400,인천광역시 중구  월미로 116(북성동1가) ,791,
1130,대한제분,31006,"곡물가공품, 전분 및 전분제품 제조업",1690000,8450000000,5000,원(KRW),02-3455-0200,서울특별시 중구 세종대로 39 ,791,
3490,대한항공,85101,항공 여객 운송업,94844634,479777140000,5000,원(KRW),02-2656-7114,서울특별시 강서구 하늘길 260 ,791,
5880,대한해운,85001,해상 운송업,24426504,122132520000,5000,원(KRW),02-3701-0114,서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 ,791,
3830,대한화섬,32005,화학섬유 제조업,1328000,6640000000,5000,원(KRW),02-3406-0300,서울특별시 중구  동호로 310 ,791,
16090,대현,31401,봉제의복 제조업,44282310,26906155000,500,원(KRW),02-3485-7000,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워) ",791,
69460,대호에이엘,32402,1차 비철금속 제조업,27134839,13567419500,500,원(KRW),053-610-5400,대구광역시 달성군  논공읍 논공중앙로 211 ,791,
192080,더블유게임즈,105802,소프트웨어 개발 및 공급업,18260502,9130251000,500,원(KRW),02-501-7219,서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층 ,791,
12510,더존비즈온,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",29672700,14836350000,500,원(KRW),02-6233-3000,강원도 춘천시 남산면 버들1길 130 ,791,
4830,덕성,32202,플라스틱제품 제조업,15680000,8536000000,500,원(KRW),031-204-0781,경기도 수원시 영통구  신원로 25 ,791,
24900,덕양산업,33003,자동차 신품 부품 제조업,32564980,16282490000,500,원(KRW),052-219-1114,울산광역시 북구  효암로 366 ,791,
145720,덴티움,32701,의료용 기기 제조업,11068830,6184415000,500,원(KRW),070-7098-9158,"서울특별시 강남구 테헤란로87길 21 3층(삼성동, 동성빌딩)",791,
2150,도화엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",33720000,16860000000,500,원(KRW),02-6323-3032,서울특별시 강남구  삼성로 438 도화타워 ,791,
1620,동국실업,33003,자동차 신품 부품 제조업,66042072,33021036000,500,원(KRW),02-754-2961,서울특별시 용산구  한강대로 350 ,791,
1230,동국제강,32401,1차 철강 제조업,95432737,589228035000,5000,원(KRW),02-317-1114,서울특별시 중구  을지로5길 19 페럼타워,791,
23450,동남합성,32001,기초 화학물질 제조업,3621788,19423610000,5000,원(KRW),041-840-3100,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,791,
4140,동방,84903,도로 화물 운송업,33465588,33465588000,1000,원(KRW),02-2190-8100,서울특별시 중구 남대문로 63 한진빌딩 23층,791,
7590,동방아그로,32003,"비료, 농약 및 살균, 살충제 제조업",13617577,6808788500,500,원(KRW),02-580-3600,"서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩",791,
5960,동부건설,64102,토목 건설업,20867152,105464420000,5000,원(KRW),02-3484-2114,서울특별시 용산구 한강대로 372 제D동,791,
16380,동부제철,32401,1차 철강 제조업,27233424,136967900000,5000,원(KRW),02-3450-8114,서울특별시 중구 한강대로 416 서울스퀘어 7층,791,
83370,동북아12호선박투자,147601,운송장비 임대업,1585660,7928300000,5000,원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),791,
83380,동북아13호선박투자,147601,운송장비 임대업,1585660,7928300000,5000,원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동),791,
26960,동서,74603,음·식료품 및 담배 도매업,99700000,49850000000,500,원(KRW),02-701-5050,서울특별시 마포구 독막로 324 동서빌딩 ,791,
2210,동성제약,32102,의약품 제조업,24756574,24756574000,1000,원(KRW),02-6911-3600,서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩,791,
102260,동성코퍼레이션,137105,회사 본부 및 경영 컨설팅 서비스업,45444970,45444970000,1000,원(KRW),02-2136-4300,부산광역시 사하구  신산로 99 ,791,
5190,동성화학,32001,기초 화학물질 제조업,5335564,5531244000,1000,원(KRW),051-200-4500,부산광역시 사하구  신산로 99 ,791,
640,동아쏘시오홀딩스,116409,기타 금융업,6138294,30691470000,5000,원(KRW),02-920-8114,서울특별시 동대문구  천호대로 64 ,791,
170900,동아에스티,32102,의약품 제조업,8443868,42219340000,5000,원(KRW),02-920-8114,서울 동대문구 용두동 138 ~255 천호대로 64,791,
28100,동아지질,64201,기반조성 및 시설물 축조관련 전문공사업,11500000,5750000000,500,원(KRW),051-580-5550,부산광역시 금정구  금샘로 347 동아지질,791,
282690,동아타이어,32201,고무제품 제조업,13733015,6866507500,500,원(KRW),055-389-0011,경상남도 양산시 유산공단11길 11 ,791,
1520,동양,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",238684063,119850042500,500,원(KRW),02-6150-7000,서울특별시 영등포구 국제금융로2길 24 - ,791,
84670,동양고속,84902,육상 여객 운송업,2895569,16959295000,5000,원(KRW),02-535-3111,경기도 안양시 동안구 흥안대로 67 ,791,
30790,동양네트웍스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",95341270,47670635000,500,원(KRW),02-6923-0000,"서울특별시 송파구 백제고분로 69 (잠실동, 애플타워)",791,
2900,동양물산기업,32902,특수 목적용 기계 제조업,65388900,32694450000,500,원(KRW),02-3014-2742,서울특별시 강남구 언주로133길 7 ,791,
82640,동양생명,116501,보험업,161358585,806792925000,5000,원(KRW),02-1577-1004,서울특별시 종로구 종로 33 (청진동),791,
8970,동양철관,32401,1차 철강 제조업,118885290,59442645000,500,원(KRW),02-6903-0200,충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주),791,
92780,동양피스톤,33001,자동차용 엔진 및 자동차 제조업,13168460,6584230000,500,원(KRW),031-489-9000,경기도 안산시 단원구 해봉로255번길 16 ,791,
49770,동원F&B,31007,기타 식품 제조업,3859124,19295620000,5000,원(KRW),02-589-3000-1,서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩,791,
18500,동원금속,33003,자동차 신품 부품 제조업,46754933,23377466500,500,원(KRW),053-859-2311,경상북도 경산시  진량읍 북리1길  69,791,
6040,동원산업,10301,어로 어업,3363200,16816000000,5000,원(KRW),02-589-3333,서울특별시 서초구 마방로 68 (양재동),791,
30720,동원수산,10301,어로 어업,4653805,23269025000,5000,원(KRW),02-528-8000,서울특별시 강남구  테헤란로8길 8 동주빌딩 6층,791,
14820,동원시스템즈,32202,플라스틱제품 제조업,25618511,129419345000,5000,원(KRW),02-589-4700,경기도 성남시 중원구 둔촌대로541번길 46(상대원동) ,791,
163560,동일고무벨트,32201,고무제품 제조업,13350000,6675000000,500,원(KRW),051-520-9114,부산광역시 금정구 공단동로55번길 28 ,791,
1530,동일방직,31301,방적 및 가공사 제조업,2378309,11891545000,5000,원(KRW),02-2222-3071,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,791,
4890,동일산업,32401,1차 철강 제조업,2425215,12126075000,5000,원(KRW),054-288-7500,경상북도 포항시 남구  괴동로 112 (장흥동) 동일산업(주),791,
2690,동일제강,32401,1차 철강 제조업,15000000,7500000000,500,원(KRW),031-677-1234,경기도 안성시 미양면 안성맞춤대로 474-40 ,791,
20,동화약품,32102,의약품 제조업,27931470,27931470000,1000,원(KRW),02-2021-9300,서울특별시 중구 남대문로9길 24 패스트파이브타워 6~8층(다동),791,
150,두산,137105,회사 본부 및 경영 컨설팅 서비스업,18238102,134845735000,5000,원(KRW),02-3398-0114,서울특별시 중구  장충단로 275 두산타원,791,
11160,두산건설,64101,건물 건설업,73326089,46663044500,500,원(KRW),02-510-3114,서울특별시 강남구  언주로 726(논현동) ,791,
241560,두산밥캣,116409,기타 금융업,100249166,50124583000,500,원(KRW),02-3398-0993,서울특별시 중구 장충단로 275 ,791,
42670,두산인프라코어,32902,특수 목적용 기계 제조업,208161279,1040806395000,5000,원(KRW),032-211-1114,인천광역시 동구  인중로 489(화수동) ,791,
34020,두산중공업,32901,일반 목적용 기계 제조업,117146826,585734130000,5000,원(KRW),055-278-6114,경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사,791,
16740,두올,33003,자동차 신품 부품 제조업,27066680,67666700000,2500,원(KRW),02-6922-7132,서울특별시 강남구 영동대로96길 20 대화빌딩 2층 ,791,
192650,드림텍,32602,전자부품 제조업,28695850,2869585000,100,원(KRW),031-620-1500,경기도 성남시 분당구 황새울로 314 ,791,
24090,디씨엠,32401,1차 철강 제조업,11700000,6000000000,500,원(KRW),055-366-9991,경상남도 양산시  웅상농공단지길 55 ,791,
3160,디아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",31496785,17248392500,500,원(KRW),02-546-5501,서울특별시 강남구  논현로 703 ,791,
92200,디아이씨,33003,자동차 신품 부품 제조업,23985369,11992684500,500,원(KRW),052-255-0500,울산광역시 울주군  두동면 봉계농공길 8 ,791,
13570,디와이,116409,기타 금융업,26319633,13159816500,500,원(KRW),032-810-4100,인천광역시 남동구  남동서로362번길 36 (남촌동),791,
210540,디와이파워,32902,특수 목적용 기계 제조업,11041708,5520854000,500,원(KRW),055-278-0800,경상남도 창원시 성산구 웅남로 812 (성주동),791,
7340,디티알오토모티브,32802,일차전지 및 축전지 제조업,9994005,4997002500,500,원(KRW),055-380-5800,울산광역시 울주군 온산읍 처용산업2길 12 디티알 오토모티브,791,
26890,디피씨,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",41678175,20839087500,500,원(KRW),031-599-0100,경기도 안산시 단원구  산단로19번길  145(목내동),791,
115390,락앤락,32202,플라스틱제품 제조업,54186600,27500000000,500,원(KRW),02-520-9539,충청남도 아산시  선장면 삽교천로 104  (주)락앤락,791,
32350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,68834962,34417481000,500,원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),791,
400,롯데손해보험,116501,보험업,134280000,134280000000,1000,원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩 ,791,
23530,롯데쇼핑,74701,종합 소매업,28288755,141443775000,5000,원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동) ,791,
4000,롯데정밀화학,32001,기초 화학물질 제조업,25800000,129000000000,5000,원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19 ,791,
286940,롯데정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",14286000,71430000000,5000,원(KRW),02-2626-4000,서울특별시 금천구 가산디지털2로 179 롯데정보통신 ,791,
280360,롯데제과,31007,기타 식품 제조업,6416717,3208358500,500,원(KRW),02-2670-6302,서울특별시 영등포구 양평로21길 10 ,791,
4990,롯데지주,116409,기타 금융업,104909237,21179372000,200,원(KRW),02-750-7114,서울특별시 송파구 올림픽로 300 롯데월드타워,791,
5300,롯데칠성음료,31102,비알코올음료 및 얼음 제조업,799346,4384385000,5000,원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15 ,791,
11170,롯데케미칼,32001,기초 화학물질 제조업,34275419,171377095000,5000,원(KRW),02-829-4114,"300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower ",791,
2270,롯데푸드,31005,낙농제품 및 식용빙과류 제조업,1131870,5659350000,5000,원(KRW),02-3469-3114,서울특별시 영등포구 양평로19길 19 -,791,
71840,롯데하이마트,74703,가전제품 및 정보통신장비 소매업,23607712,118038560000,5000,원(KRW),02-2050-5000,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,791,
27740,마니커,31001,"도축, 육류 가공 및 저장 처리업",158472594,79236297000,500,원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) ,791,
204320,만도,33003,자동차 신품 부품 제조업,46957120,46957120000,1000,원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32 ,791,
1080,만호제강,32401,1차 철강 제조업,4150000,4150000000,1000,원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71 ,791,
88980,맥쿼리인프라,116402,신탁업 및 집합투자업,349044336,1815614802841,0,원(KRW),02-3705-8565,"서울특별시 중구 소공로 109 소공동, 한화빌딩 9층",791,
94800,맵스리얼티1,116402,신탁업 및 집합투자업,92834331,464171655000,0,원(KRW),02-1577-1640,서울 영등포구 여의도동 미래에셋빌딩 45-1,791,
15540,메디파트너생명공학,147509,기타 사업지원 서비스업,5512821,2756410500,500,원(KRW),02-3404-3222,서울특별시 강남구 봉은사로 218 5층(역삼동 메디파트너빌딩) ,791,
138040,메리츠금융지주,116409,기타 금융업,140224314,71442909000,500,원(KRW),02-2018-6824,서울특별시 강남구  강남대로 382 ,791,
8560,메리츠종금증권,116601,금융 지원 서비스업,605858463,605858463000,1000,원(KRW),02-785-6611,서울특별시 영등포구  국제금융로6길 15 (여의도동) ,791,
60,메리츠화재,116501,보험업,113680000,56840000000,500,원(KRW),02-1566-7711,서울특별시 강남구  강남대로 382 메리츠타워,791,
90370,메타랩스,31401,봉제의복 제조업,44549792,22274896000,500,원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동) ,791,
17180,명문제약,32102,의약품 제조업,24540000,12270000000,500,원(KRW),031-350-4000,경기도 화성시  향남읍 제약공단2길 26 ,791,
12690,모나리자,31709,기타 종이 및 판지 제품 제조업,36571255,18885627500,500,원(KRW),02-829-8800,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,791,
5360,모나미,74604,생활용품 도매업,18897307,18897307000,1000,원(KRW),031-216-0153,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",791,
204210,모두투어리츠,126801,부동산 임대 및 공급업,7826815,39134075000,5000,원(KRW),02-6253-5911,"서울특별시 중구 퇴계로 173 12층(충무로3가, 남산스퀘어)",791,
9680,모토닉,33003,자동차 신품 부품 제조업,33000000,16500000000,500,원(KRW),053-589-6262,"서울특별시 중구 청계천로 100 동관 9층(수표동, 시그니쳐타워)",791,
9580,무림P&P,31701,"펄프, 종이 및 판지 제조업",62368324,155920810000,2500,원(KRW),052-231-7000,울산광역시 울주군  온산읍 우봉길 3-36 ,791,
9200,무림페이퍼,31701,"펄프, 종이 및 판지 제조업",41609310,104023275000,2500,원(KRW),055-751-1234,경상남도 진주시  남강로 1003 (상평동),791,
33920,무학,31101,알코올음료 제조업,28500000,5700000000,200,원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6 ,791,
8420,문배철강,32401,1차 철강 제조업,20503505,10251752500,500,원(KRW),02-758-6640,서울특별시 동작구 동작대로 35 - ,791,
25560,미래산업,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",634818400,63481840000,100,원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),791,
7120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",103587319,51793659500,500,원(KRW),02-3470-4400,서울특별시 강남구 도산대로 514 청담동,791,
6800,미래에셋대우,116601,금융 지원 서비스업,658316408,4101960790000,5000,원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,791,
85620,미래에셋생명,116501,보험업,177016189,885080945000,5000,원(KRW),02-1588-0220,서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 ,791,
2840,미원상사,32004,기타 화학제품 제조업,5034823,29291895000,5000,원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동) ,791,
268280,미원에스씨,32001,기초 화학물질 제조업,5221276,2610638000,500,원(KRW),063-260-1500,전라북도 완주군 봉동읍 완주산단1로 167 ,791,
107590,미원홀딩스,116409,기타 금융업,2331774,1315887000,500,원(KRW),031-479-9313,경기도 용인시 수지구 포은대로59번길 20 -,791,
134380,미원화학,32004,기타 화학제품 제조업,2189904,2394716000,1000,원(KRW),031-479-9200,울산광역시 남구  장생포로 247 ,791,
3650,미창석유공업,31902,석유 정제품 제조업,1739672,8698360000,5000,원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유 ,791,
155900,바다로19호,147601,운송장비 임대업,15200004,76000020000,5000,원(KRW),02-3210-3333,"제주특별자치도 제주시 연삼로 473 (이도이동,산업경제진흥원) ",791,
3610,방림,31302,직물직조 및 직물제품 제조업,42314090,21157045000,500,원(KRW),02-2085-2114,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,791,
1340,백광산업,32001,기초 화학물질 제조업,44918407,22459203500,500,원(KRW),02-2681-0136,전라북도 군산시  임해로 494-16 ,791,
14580,백광소재,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",27583100,13791550000,500,원(KRW),02-3661-8018,서울특별시 강서구  공항대로 467 (등촌동) ,791,
35150,백산,32202,플라스틱제품 제조업,24200000,14000000000,500,원(KRW),031-499-0044-9,경기도 시흥시 공단1대로27번길 47 ,791,
2410,범양건영,64101,건물 건설업,24831812,24831812000,1000,원(KRW),041-573-5631,"충청남도 천안시 서북구 검은들1길 7 4층(불당동,포인트프라자)",791,
96300,베트남개발1,116402,신탁업 및 집합투자업,129390973,65989396230,0,원(KRW),02-2180-0647,서울특별시 영등포구 은행로 3 여의도동,791,
7210,벽산,32309,기타 비금속 광물제품 제조업,68560000,34280000000,500,원(KRW),02-2260-6114,"서울특별시 중구  퇴계로 307 광희동 1가, 광희빌딩",791,
2760,보락,32004,기타 화학제품 제조업,59900000,11980000000,200,원(KRW),031-352-6455,경기도 화성시  양감면 초록로 720-37 ,791,
3850,보령제약,32102,의약품 제조업,44200000,22100000000,500,원(KRW),02-708-8000,서울 종로구 원남동 보령빌딩 66-21,791,
890,보해양조,31101,알코올음료 제조업,96570546,48285273000,500,원(KRW),061-243-3141,전라남도 목포시  호남로68번길 36 보해양조(주),791,
3000,부광약품,32102,의약품 제조업,63531367,31765683500,500,원(KRW),02-828-8114,서울특별시 동작구  대방동1길 47 ,791,
1270,부국증권,116601,금융 지원 서비스업,10369886,66849430000,5000,원(KRW),02-368-9200,서울 영등포구 여의도동 34-2,791,
26940,부국철강,32401,1차 철강 제조업,20000000,10000000000,500,원(KRW),062-954-3806,광주광역시 광산구 하남산단9번로 90 (안청동),791,
15350,부산도시가스,43502,연료용 가스 제조 및 배관공급업,11000000,55000000000,5000,원(KRW),051-607-1178,부산광역시 수영구  황령대로 513 ,791,
11390,부산산업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",1056000,5280000000,5000,원(KRW),051-315-8338,부산광역시 사상구 장인로 35 (감전동),791,
5030,부산주공,33003,자동차 신품 부품 제조업,42349528,21174764000,500,원(KRW),051-780-5980,부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주),791,
100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업",12996741,6498370500,500,원(KRW),154-4055-4,서울특별시 구로구 디지털로 33길 48,,
대륭포스트타워7차19층) ,791,,,,,,,,,,
101140,비티원,74604,생활용품 도매업,28995962,14497981000,500,원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",791,
5180,빙그레,31005,낙농제품 및 식용빙과류 제조업,9851241,49756205000,5000,원(KRW),02-2022-6000,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레 ,791,
3960,사조대림,31002,수산물 가공 및 저장 처리업,5960575,29802875000,5000,원(KRW),02-3470-6000,서울특별시 서초구 남부순환로 2159 ,791,
8040,사조동아원,31006,"곡물가공품, 전분 및 전분제품 제조업",141144600,70572300000,500,원(KRW),02-789-9524,서울특별시 서초구 방배천로2길 12 사조빌딩,791,
7160,사조산업,10301,어로 어업,5000000,25000000000,5000,원(KRW),02-3277-1600,서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층,791,
14710,사조씨푸드,31002,수산물 가공 및 저장 처리업,17218543,17218543000,1000,원(KRW),02-721-6555,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",791,
6090,사조오양,31002,수산물 가공 및 저장 처리업,9422739,47113695000,5000,원(KRW),02-3470-6030,서울특별시 서초구 남부순환로 2159 (방배동),791,
79660,사조해표,31007,기타 식품 제조업,7160000,35800000000,5000,원(KRW),02-2007-3112,"서울특별시 서초구 남부순환로 2159 (방배동,3층) ",791,
5090,삼광글라스,32301,유리 및 유리제품 제조업,4854418,24272090000,5000,원(KRW),02-489-8000,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",791,
1470,삼부토건,64102,토목 건설업,24803131,124015655000,5000,원(KRW),02-3706-2114,서울특별시 중구  퇴계로 63 삼부빌딩 ,791,
6400,삼성SDI,32802,일차전지 및 축전지 제조업,68764530,356712130000,5000,원(KRW),031-8006-3100,경기도 용인시 기흥구  공세로 150-20 ,791,
6660,삼성공조,33003,자동차 신품 부품 제조업,8126314,4063157000,500,원(KRW),055-280-2733,경상남도 창원시 성산구  연덕로 176 삼성공조(주),791,
28260,삼성물산,74607,기타 전문 도매업,189690043,19131748300,100,원(KRW),02-2145-5114,서울특별시 송파구 올림픽로35길 123 -,791,
207940,삼성바이오로직스,32101,기초 의약물질 및 생물학적 제제 제조업,66165000,165412500000,2500,원(KRW),032-455-3114,인천광역시 연수구 송도바이오대로 300 ,791,
32830,삼성생명,116501,보험업,200000000,100000000000,500,원(KRW),02-751-8157,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,791,
18260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",77377800,38688900000,500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동) ,791,
28050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",196000000,980000000000,5000,원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC ,791,
9150,삼성전기,32602,전자부품 제조업,74693696,388003400000,5000,원(KRW),031-210-5114,경기도 수원시 영통구  매영로 150 ,791,
5930,삼성전자,32604,통신 및 방송 장비 제조업,5969782550,897513820000,100,원(KRW),031-200-1114,경기도 수원시 영통구  삼성로 129 (매탄동) ,791,
1360,삼성제약,32102,의약품 제조업,58611127,29305563500,500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),791,
10140,삼성중공업,33101,선박 및 보트 건조업,630000000,3150574225000,5000,원(KRW),031-5171-7000,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,791,
16360,삼성증권,116601,금융 지원 서비스업,89300000,458478080000,5000,원(KRW),02-2020-8000,서울특별시 서초구 서초대로74길 11 (서초동),791,
68290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업",10000000,5000000000,500,원(KRW),02-3470-6800,서울특별시 서초구  명달로 94 (주)삼성출판사,791,
29780,삼성카드,116409,기타 금융업,115858891,614794455000,5000,원(KRW),02-1588-8700,서울특별시 중구  세종대로 67 ,791,
810,삼성화재해상보험,116501,보험업,47374837,26473418500,500,원(KRW),02-1588-5114,서울특별시 서초구 서초대로74길 14 (서초동),791,
6110,삼아알미늄,32402,1차 비철금속 제조업,11000000,5500000000,500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,791,
145990,삼양사,31007,기타 식품 제조업,10289803,53299365000,5000,원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사,791,
3230,삼양식품,31007,기타 식품 제조업,7533015,37665075000,5000,원(KRW),02-940-3000,서울특별시 성북구  오패산로3길 104 ,791,
2170,삼양통상,31501,"가죽, 가방 및 유사제품 제조업",3000000,15000000000,5000,원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층 ,791,
272550,삼양패키징,32202,플라스틱제품 제조업,14209804,71049020000,5000,원(KRW),02-740-7827,서울특별시 종로구 종로33길 31 ,791,
70,삼양홀딩스,116409,기타 금융업,8564271,44341645000,5000,원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 ,791,
2810,삼영무역,74607,기타 전문 도매업,16466623,8233311500,500,원(KRW),02-320-4114,서울특별시 마포구  양화로 111 ,791,
5680,삼영전자공업,32602,전자부품 제조업,20000000,10000000000,500,원(KRW),031-743-6701,경기도 성남시 중원구  사기막골로 47 (상대원동) ,791,
3720,삼영화학공업,32202,플라스틱제품 제조업,34000000,17000000000,500,원(KRW),02-757-2291-3,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",791,
23000,삼원강재,33003,자동차 신품 부품 제조업,40000000,20000000000,500,원(KRW),054-278-1983-8,경상북도 포항시 남구  대송면 철강산단로66번길 40 ,791,
4380,삼익THK,32901,일반 목적용 기계 제조업,21000000,10500000000,500,원(KRW),053-665-7000,대구광역시 달서구  성서동로 163 ,791,
2450,삼익악기,33302,악기 제조업,90530915,45265457500,500,원(KRW),043-1688-3151,충청북도 음성군  소이면 소이로 313 ,791,
520,삼일제약,32102,의약품 제조업,6500000,6500000000,1000,원(KRW),02-520-0300,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",791,
